Sentence Index File 1,Sentence in File 1,Sentence Index File 2,Sentence in File 2,Similarity Score
187,"Membranes of the human MMP antibody array were probed with the supernatant collected from bovine serum albumin (BSA)-treated THP-1 cells, BSA-treated WBCs, 20 μg/ml NS1-treated THP-1 cells or NS1-treated WBCs.",93,"Furthermore, the knockdown of MIF decreased NS1-induced MMP-9 secretion from THP-1 cells (Fig 6B), and the culture supernatant from shMIF THP-1 cells failed to increase endothelial permeability or CD138 shedding (Fig 6C and 6D).",0.18521544421580266
188,"The quantification of MMPs array membranes was analyzed by ImageJ. PC, positive control; NC, negative control.",16,"In contrast, another anti-NS1 mAb (DN5C6), which was used as a negative control, failed to inhibit NS1-induced CD138 shedding from endothelial cells (Fig 3B) [19].",0.21224962597746275
189,The gel was stained with Coomassie blue to reveal the white bands corresponding to the proteolysis of gelatin by MMPs.,42,"To obtain the secretion profile of MMPs, we used an MMP antibody array to analyze which MMPs were increased by NS1 in PMA-activated THP-1 cells and leukocytes.",0.1500068610312653
190,DENV NS1-induced MMP-9 secretion from THP-1 cells increases endothelial permeability and glycocalyx degradation,93,"Furthermore, the knockdown of MIF decreased NS1-induced MMP-9 secretion from THP-1 cells (Fig 6B), and the culture supernatant from shMIF THP-1 cells failed to increase endothelial permeability or CD138 shedding (Fig 6C and 6D).",0.40088430036060785
191,"To test whether the NS1-induced MMP-9 secretion of THP-1 cells causes endothelial hyperpermeability, the supernatant from NS1-treated THP-1 cells was incubated with HUVECs, and both permeability and CD138 shedding were examined.",93,"Furthermore, the knockdown of MIF decreased NS1-induced MMP-9 secretion from THP-1 cells (Fig 6B), and the culture supernatant from shMIF THP-1 cells failed to increase endothelial permeability or CD138 shedding (Fig 6C and 6D).",0.4073200870469304
192,"To test whether the NS1-induced MMP-9 secretion of THP-1 cells causes endothelial hyperpermeability, the supernatant from NS1-treated THP-1 cells was incubated with HUVECs, and both permeability and CD138 shedding were examined.",93,"Furthermore, the knockdown of MIF decreased NS1-induced MMP-9 secretion from THP-1 cells (Fig 6B), and the culture supernatant from shMIF THP-1 cells failed to increase endothelial permeability or CD138 shedding (Fig 6C and 6D).",0.4073200870469304
193,"The results show that after 3 h of treatment, the supernatant from NS1-treated THP-1 cells increased endothelial permeability (Fig 5A).",93,"Furthermore, the knockdown of MIF decreased NS1-induced MMP-9 secretion from THP-1 cells (Fig 6B), and the culture supernatant from shMIF THP-1 cells failed to increase endothelial permeability or CD138 shedding (Fig 6C and 6D).",0.3372534072835173
194,This phenomenon was attenuated in the presence of the MMP-2/MMP-9 inhibitor SB-3CT and the MMP-9-specific inhibitor MMP-9 inhibitor I (Fig 5B and 5C).,59,"From the results of the MMP antibody array, we also found that MMP-8 and tissue inhibitor of metalloproteinases 1 (TIMP-1) were upregulated by NS1-stimulated leukocytes.",0.2440198480072257
195,This phenomenon was attenuated in the presence of the MMP-2/MMP-9 inhibitor SB-3CT and the MMP-9-specific inhibitor MMP-9 inhibitor I (Fig 5B and 5C).,59,"From the results of the MMP antibody array, we also found that MMP-8 and tissue inhibitor of metalloproteinases 1 (TIMP-1) were upregulated by NS1-stimulated leukocytes.",0.2440198480072257
196,The supernatant from untreated or PBS-treated THP-1 cells did not alter endothelial permeability (Fig 5B and 5C).,93,"Furthermore, the knockdown of MIF decreased NS1-induced MMP-9 secretion from THP-1 cells (Fig 6B), and the culture supernatant from shMIF THP-1 cells failed to increase endothelial permeability or CD138 shedding (Fig 6C and 6D).",0.3060161470051052
197,"Similarly, the supernatant from NS1-treated THP-1 cells also induced CD138 shedding from HUVECs (Fig 5D), and this effect was diminished by SB-3CT and MMP-9 inhibitor I (Fig 5E and 5F).",93,"Furthermore, the knockdown of MIF decreased NS1-induced MMP-9 secretion from THP-1 cells (Fig 6B), and the culture supernatant from shMIF THP-1 cells failed to increase endothelial permeability or CD138 shedding (Fig 6C and 6D).",0.3200264162017956
198,"Similarly, the supernatant from NS1-treated THP-1 cells also induced CD138 shedding from HUVECs (Fig 5D), and this effect was diminished by SB-3CT and MMP-9 inhibitor I (Fig 5E and 5F).",93,"Furthermore, the knockdown of MIF decreased NS1-induced MMP-9 secretion from THP-1 cells (Fig 6B), and the culture supernatant from shMIF THP-1 cells failed to increase endothelial permeability or CD138 shedding (Fig 6C and 6D).",0.3200264162017956
199,"Similarly, the supernatant from NS1-treated THP-1 cells also induced CD138 shedding from HUVECs (Fig 5D), and this effect was diminished by SB-3CT and MMP-9 inhibitor I (Fig 5E and 5F).",93,"Furthermore, the knockdown of MIF decreased NS1-induced MMP-9 secretion from THP-1 cells (Fig 6B), and the culture supernatant from shMIF THP-1 cells failed to increase endothelial permeability or CD138 shedding (Fig 6C and 6D).",0.3200264162017956
200,"Similarly, the supernatant from NS1-treated THP-1 cells also induced CD138 shedding from HUVECs (Fig 5D), and this effect was diminished by SB-3CT and MMP-9 inhibitor I (Fig 5E and 5F).",93,"Furthermore, the knockdown of MIF decreased NS1-induced MMP-9 secretion from THP-1 cells (Fig 6B), and the culture supernatant from shMIF THP-1 cells failed to increase endothelial permeability or CD138 shedding (Fig 6C and 6D).",0.3200264162017956
201,Similar results were found for the supernatant obtained from NS1-stimulated leukocytes (S6 Fig).,43,Similar results were found for the supernatant obtained from NS1-stimulated leukocytes (S6 Fig).,1.0000000000000002
202,"The NS1-blocking antibody 2E8 was used to block NS1 remaining in the supernatant, and it did not alter the endothelial permeability induced by the supernatant, showing that the effect of NS1 remaining in the supernatant is negligible (S6 Fig).",13,"To confirm that this effect was induced by NS1, anti-NS1 monoclonal antibody (mAb) was used to block the effect of NS1.",0.3325188249359037
203,"These results indicate that NS1 can induce MMP-9 secretion in leukocytes, leading to endothelial barrier dysfunction.",84,"These results indicate that NS1 can induce MMP-9 secretion in leukocytes, leading to endothelial barrier dysfunction.",1.0
204,DENV NS1-induced MMP-9 secretion from THP-1 cells causes endothelial hyperpermeability and glycocalyx degradation.,81,DENV NS1 induces MMP-9 secretion in THP-1 cells and leukocytes.,0.43070929146441317
205,(A) PMA-activated THP-1 cells were incubated with NS1; the supernatants were collected at the indicated times and incubated with HUVECs for 24 h.,12,"To further investigate the underlying mechanism of NS1-induced HPA-1 secretion, human umbilical vein endothelial cells (HUVECs) were stimulated with NS1 for various durations.",0.20867025948811305
206,(A) PMA-activated THP-1 cells were incubated with NS1; the supernatants were collected at the indicated times and incubated with HUVECs for 24 h.,12,"To further investigate the underlying mechanism of NS1-induced HPA-1 secretion, human umbilical vein endothelial cells (HUVECs) were stimulated with NS1 for various durations.",0.20867025948811305
207,(A) PMA-activated THP-1 cells were incubated with NS1; the supernatants were collected at the indicated times and incubated with HUVECs for 24 h.,12,"To further investigate the underlying mechanism of NS1-induced HPA-1 secretion, human umbilical vein endothelial cells (HUVECs) were stimulated with NS1 for various durations.",0.20867025948811305
208,"(B) (C) PMA-activated THP-1 cells were incubated with NS1 for 24 h, and the resulting supernatants were collected.",41,"Similarly, NS1 induced phorbol myristate acetate (PMA)-activated THP-1 cells to secrete MMP-9 after incubation for 3 h (Fig 4D).",0.25247645903832927
209,"(B) (C) PMA-activated THP-1 cells were incubated with NS1 for 24 h, and the resulting supernatants were collected.",41,"Similarly, NS1 induced phorbol myristate acetate (PMA)-activated THP-1 cells to secrete MMP-9 after incubation for 3 h (Fig 4D).",0.25247645903832927
210,"Fresh RPMI 1640 or NS1-treated THP-1 cell culture supernatants were incubated with HUVECs, with or without the indicated concentrations of (B) SB-3CT or (C) MMP-9 inhibitor I.",93,"Furthermore, the knockdown of MIF decreased NS1-induced MMP-9 secretion from THP-1 cells (Fig 6B), and the culture supernatant from shMIF THP-1 cells failed to increase endothelial permeability or CD138 shedding (Fig 6C and 6D).",0.16155285532198313
211,"Fresh RPMI 1640 or NS1-treated THP-1 cell culture supernatants were incubated with HUVECs, with or without the indicated concentrations of (B) SB-3CT or (C) MMP-9 inhibitor I.",93,"Furthermore, the knockdown of MIF decreased NS1-induced MMP-9 secretion from THP-1 cells (Fig 6B), and the culture supernatant from shMIF THP-1 cells failed to increase endothelial permeability or CD138 shedding (Fig 6C and 6D).",0.16155285532198313
212,"Fresh RPMI 1640 or NS1-treated THP-1 cell culture supernatants were incubated with HUVECs, with or without the indicated concentrations of (B) SB-3CT or (C) MMP-9 inhibitor I.",93,"Furthermore, the knockdown of MIF decreased NS1-induced MMP-9 secretion from THP-1 cells (Fig 6B), and the culture supernatant from shMIF THP-1 cells failed to increase endothelial permeability or CD138 shedding (Fig 6C and 6D).",0.16155285532198313
213,"Fresh RPMI 1640 or NS1-treated THP-1 cell culture supernatants were incubated with HUVECs, with or without the indicated concentrations of (B) SB-3CT or (C) MMP-9 inhibitor I.",93,"Furthermore, the knockdown of MIF decreased NS1-induced MMP-9 secretion from THP-1 cells (Fig 6B), and the culture supernatant from shMIF THP-1 cells failed to increase endothelial permeability or CD138 shedding (Fig 6C and 6D).",0.16155285532198313
214,NS1-treated THP-1 cell-conditioned medium was collected at the indicated times and incubated with HUVECs for 24 h.,36,"Interestingly, the NS1-blocking antibody 2E8 only partially diminished the conditioned medium-induced HUVEC hyperpermeability but not the conditioned medium-induced HUVEC CD138 shedding (S3D and S3E Fig).",0.20768787892779586
215,The concentration of CD138 in the supernatant was determined by ELISA.,107,"In addition, we further demonstrated that both the secretion of HPA-1 and the shedding of CD138 induced by NS1-stimulation of endothelial cells are mediated by MIF.",0.21836294753637017
216,(E) (F) Fresh RPMI 1640 or NS1-treated THP-1 cell culture supernatant was mixed with or without the indicated concentrations of (E) SB-3CT or (F) MMP-9 inhibitor I and incubated with HUVECs for 24 h. The concentration of CD138 in the supernatant was determined by ELISA (n = 3).,93,"Furthermore, the knockdown of MIF decreased NS1-induced MMP-9 secretion from THP-1 cells (Fig 6B), and the culture supernatant from shMIF THP-1 cells failed to increase endothelial permeability or CD138 shedding (Fig 6C and 6D).",0.2184369947974012
217,(E) (F) Fresh RPMI 1640 or NS1-treated THP-1 cell culture supernatant was mixed with or without the indicated concentrations of (E) SB-3CT or (F) MMP-9 inhibitor I and incubated with HUVECs for 24 h. The concentration of CD138 in the supernatant was determined by ELISA (n = 3).,93,"Furthermore, the knockdown of MIF decreased NS1-induced MMP-9 secretion from THP-1 cells (Fig 6B), and the culture supernatant from shMIF THP-1 cells failed to increase endothelial permeability or CD138 shedding (Fig 6C and 6D).",0.2184369947974012
218,(E) (F) Fresh RPMI 1640 or NS1-treated THP-1 cell culture supernatant was mixed with or without the indicated concentrations of (E) SB-3CT or (F) MMP-9 inhibitor I and incubated with HUVECs for 24 h. The concentration of CD138 in the supernatant was determined by ELISA (n = 3).,93,"Furthermore, the knockdown of MIF decreased NS1-induced MMP-9 secretion from THP-1 cells (Fig 6B), and the culture supernatant from shMIF THP-1 cells failed to increase endothelial permeability or CD138 shedding (Fig 6C and 6D).",0.2184369947974012
219,MIF is required for DENV NS1-induced MMP-9 secretion,94,"DENV NS1 induces MIF, HPA-1, MMP-9 and CD138 secretion in mice.",0.2685322137618562
220,As MIF is a crucial mediator of NS1-induced vascular leakage and an upstream regulator of MMP-9,44,"As MIF is a crucial mediator of NS1-induced vascular leakage and an upstream regulator of MMP-9 [19, 26, 34, 35], we tested whether NS1-induced MMP-9 secretion in leukocytes is also MIF dependent.",0.7184593746802609
221,"[19, 26, 34, 35], we tested whether NS1-induced MMP-9 secretion in leukocytes is also MIF dependent.",44,"As MIF is a crucial mediator of NS1-induced vascular leakage and an upstream regulator of MMP-9 [19, 26, 34, 35], we tested whether NS1-induced MMP-9 secretion in leukocytes is also MIF dependent.",0.7553505813868274
222,"[19, 26, 34, 35], we tested whether NS1-induced MMP-9 secretion in leukocytes is also MIF dependent.",44,"As MIF is a crucial mediator of NS1-induced vascular leakage and an upstream regulator of MMP-9 [19, 26, 34, 35], we tested whether NS1-induced MMP-9 secretion in leukocytes is also MIF dependent.",0.7553505813868274
223,"First, we wanted to confirm whether NS1 induces the secretion of MIF from leukocytes and THP-1 cells.",85,"First, we wanted to confirm whether NS1 induces the secretion of MIF from leukocytes and THP-1 cells.",1.0
224,Since a previous study has shown that NS1 increases the expression of IL-6 and IL-8 in PBMCs,70,"Since a previous study has shown that NS1 increases the expression of IL-6 and IL-8 in PBMCs [16], we also measured the concentrations of IL-6 and IL-8 after NS1 stimulation.",0.8340664605631346
225,Since a previous study has shown that NS1 increases the expression of IL-6 and IL-8 in PBMCs,70,"Since a previous study has shown that NS1 increases the expression of IL-6 and IL-8 in PBMCs [16], we also measured the concentrations of IL-6 and IL-8 after NS1 stimulation.",0.8340664605631346
226,"[16], we also measured the concentrations of IL-6 and IL-8 after NS1 stimulation.",70,"Since a previous study has shown that NS1 increases the expression of IL-6 and IL-8 in PBMCs [16], we also measured the concentrations of IL-6 and IL-8 after NS1 stimulation.",0.8011850962180352
227,"[16], we also measured the concentrations of IL-6 and IL-8 after NS1 stimulation.",70,"Since a previous study has shown that NS1 increases the expression of IL-6 and IL-8 in PBMCs [16], we also measured the concentrations of IL-6 and IL-8 after NS1 stimulation.",0.8011850962180352
228,The secretion of MIF from NS1-stimulated leukocytes steadily accumulated up to 2000 pg/ml (S7A Fig).,43,Similar results were found for the supernatant obtained from NS1-stimulated leukocytes (S6 Fig).,0.15882197308653645
229,"NS1 could also enhance the secretion of IL-6 and IL-8 from leukocytes, but the concentrations dropped rapidly after 3 h (S7 B and S7C Fig).",86,"NS1 could also enhance the secretion of IL-6 and IL-8 from leukocytes, but the concentrations dropped rapidly after 3 h (S7 B and S7C Fig).",1.0
230,"NS1 could also enhance the secretion of IL-6 and IL-8 from leukocytes, but the concentrations dropped rapidly after 3 h (S7 B and S7C Fig).",86,"NS1 could also enhance the secretion of IL-6 and IL-8 from leukocytes, but the concentrations dropped rapidly after 3 h (S7 B and S7C Fig).",1.0
231,"However, in THP-1 cells, NS1 only enhanced the secretion of MIF, not IL-6 or IL-8 (S7D–S7F Fig).",88,"However, in THP-1 cells, NS1 only enhanced the secretion of MIF, not IL-6 or IL-8 (S7D–S7F Fig).",1.0
232,These results suggest that MIF is the major cytokine induced by the DENV NS1 stimulation of leukocytes and monocytes.,46,These results suggest that MIF acts on both endothelial cells and leukocytes to mediate NS1-induced endothelial hyperpermeability.,0.3545400581471027
233,"To clarify whether NS1-induced MMP-9 secretion is mediated by MIF, the MIF inhibitor p425 and MIF short-hairpin RNA (shRNA) were used.",89,"To clarify whether NS1-induced MMP-9 secretion is mediated by MIF, the MIF inhibitor p425 and MIF short-hairpin RNA (shRNA) were used.",1.0
234,"To clarify whether NS1-induced MMP-9 secretion is mediated by MIF, the MIF inhibitor p425 and MIF short-hairpin RNA (shRNA) were used.",89,"To clarify whether NS1-induced MMP-9 secretion is mediated by MIF, the MIF inhibitor p425 and MIF short-hairpin RNA (shRNA) were used.",1.0
235,"To clarify whether NS1-induced MMP-9 secretion is mediated by MIF, the MIF inhibitor p425 and MIF short-hairpin RNA (shRNA) were used.",89,"To clarify whether NS1-induced MMP-9 secretion is mediated by MIF, the MIF inhibitor p425 and MIF short-hairpin RNA (shRNA) were used.",1.0
236,"To clarify whether NS1-induced MMP-9 secretion is mediated by MIF, the MIF inhibitor p425 and MIF short-hairpin RNA (shRNA) were used.",89,"To clarify whether NS1-induced MMP-9 secretion is mediated by MIF, the MIF inhibitor p425 and MIF short-hairpin RNA (shRNA) were used.",1.0
237,"The ELISA results show that inhibiting MIF with its inhibitor p425 abolished NS1-induced MMP-9 secretion, while p425 alone did not affect MMP-9 secretion (Fig 6A).",90,"The ELISA results show that inhibiting MIF with its inhibitor p425 abolished NS1-induced MMP-9 secretion, while p425 alone did not affect MMP-9 secretion (Fig 6A).",1.0000000000000002
238,"The ELISA results show that inhibiting MIF with its inhibitor p425 abolished NS1-induced MMP-9 secretion, while p425 alone did not affect MMP-9 secretion (Fig 6A).",90,"The ELISA results show that inhibiting MIF with its inhibitor p425 abolished NS1-induced MMP-9 secretion, while p425 alone did not affect MMP-9 secretion (Fig 6A).",1.0000000000000002
239,"Next, we used shRNA to knockdown MIF expression in THP-1 cells.",89,"To clarify whether NS1-induced MMP-9 secretion is mediated by MIF, the MIF inhibitor p425 and MIF short-hairpin RNA (shRNA) were used.",0.26417006145602867
240,Western blot analysis showed that the expression of MIF was diminished by shMIF compared to the shLuc scrambled control (Fig 6B).,93,"Furthermore, the knockdown of MIF decreased NS1-induced MMP-9 secretion from THP-1 cells (Fig 6B), and the culture supernatant from shMIF THP-1 cells failed to increase endothelial permeability or CD138 shedding (Fig 6C and 6D).",0.1886909309360201
241,"Furthermore, the knockdown of MIF decreased NS1-induced MMP-9 secretion from THP-1 cells (Fig 6B), and the culture supernatant from shMIF THP-1 cells failed to increase endothelial permeability or CD138 shedding (Fig 6C and 6D).",93,"Furthermore, the knockdown of MIF decreased NS1-induced MMP-9 secretion from THP-1 cells (Fig 6B), and the culture supernatant from shMIF THP-1 cells failed to increase endothelial permeability or CD138 shedding (Fig 6C and 6D).",0.9999999999999999
242,"Furthermore, the knockdown of MIF decreased NS1-induced MMP-9 secretion from THP-1 cells (Fig 6B), and the culture supernatant from shMIF THP-1 cells failed to increase endothelial permeability or CD138 shedding (Fig 6C and 6D).",93,"Furthermore, the knockdown of MIF decreased NS1-induced MMP-9 secretion from THP-1 cells (Fig 6B), and the culture supernatant from shMIF THP-1 cells failed to increase endothelial permeability or CD138 shedding (Fig 6C and 6D).",0.9999999999999999
243,"Furthermore, the knockdown of MIF decreased NS1-induced MMP-9 secretion from THP-1 cells (Fig 6B), and the culture supernatant from shMIF THP-1 cells failed to increase endothelial permeability or CD138 shedding (Fig 6C and 6D).",93,"Furthermore, the knockdown of MIF decreased NS1-induced MMP-9 secretion from THP-1 cells (Fig 6B), and the culture supernatant from shMIF THP-1 cells failed to increase endothelial permeability or CD138 shedding (Fig 6C and 6D).",0.9999999999999999
244,We also knocked down MIF expression in HUVECs and measured the permeability under NS1 stimulation as a comparison.,70,"Since a previous study has shown that NS1 increases the expression of IL-6 and IL-8 in PBMCs [16], we also measured the concentrations of IL-6 and IL-8 after NS1 stimulation.",0.23434706031475033
245,"Consistent with our previous study, the knockdown of MIF in HUVECs diminished NS1-induced endothelial hyperpermeability (S8A and S8B Fig).",45,"Consistent with our previous study, the knockdown of MIF in HUVECs diminished NS1-induced endothelial hyperpermeability (S8A and S8B Fig).",1.0000000000000002
246,These results suggest that MIF acts on both endothelial cells and leukocytes to mediate NS1-induced endothelial hyperpermeability.,46,These results suggest that MIF acts on both endothelial cells and leukocytes to mediate NS1-induced endothelial hyperpermeability.,1.0000000000000002
247,These results suggest that MIF acts on both endothelial cells and leukocytes to mediate NS1-induced endothelial hyperpermeability.,46,These results suggest that MIF acts on both endothelial cells and leukocytes to mediate NS1-induced endothelial hyperpermeability.,1.0000000000000002
248,NS1-induced MMP-9 secretion from THP-1 cells is regulated by MIF.,81,DENV NS1 induces MMP-9 secretion in THP-1 cells and leukocytes.,0.30596372038296477
249,"(A) PMA-activated THP-1 cells were treated with PBS, NS1, or NS1 with p425 for 24 h, and the concentration of MMP-9 in the supernatant was determined by ELISA (n = 5).",90,"The ELISA results show that inhibiting MIF with its inhibitor p425 abolished NS1-induced MMP-9 secretion, while p425 alone did not affect MMP-9 secretion (Fig 6A).",0.24274781793228828
250,"Nonstructural protein 1 (NS1) of dengue virus (DENV) can stimulate endothelial cells to secrete endothelial hyperpermeability factor, macrophage migration inhibitory factor (MIF), and the glycocalyx degradation factor heparanase 1 (HPA-1).",0,"Nonstructural protein 1 (NS1) of dengue virus (DENV) can stimulate endothelial cells to secrete endothelial hyperpermeability factor, macrophage migration inhibitory factor (MIF), and the glycocalyx degradation factor heparanase 1 (HPA-1).",1.0000000000000002
251,"Nonstructural protein 1 (NS1) of dengue virus (DENV) can stimulate endothelial cells to secrete endothelial hyperpermeability factor, macrophage migration inhibitory factor (MIF), and the glycocalyx degradation factor heparanase 1 (HPA-1).",0,"Nonstructural protein 1 (NS1) of dengue virus (DENV) can stimulate endothelial cells to secrete endothelial hyperpermeability factor, macrophage migration inhibitory factor (MIF), and the glycocalyx degradation factor heparanase 1 (HPA-1).",1.0000000000000002
252,"According to a previous study, NS1 can induce endothelial cells to secrete HPA-1 to disrupt the endothelial glycocalyx, and this disruption is characterized by CD138 shedding [18].",11,"According to a previous study, NS1 can induce endothelial cells to secrete HPA-1 to disrupt the endothelial glycocalyx, and this disruption is characterized by CD138 shedding [18].",1.0
253,"To further investigate the underlying mechanism of NS1-induced HPA-1 secretion, human umbilical vein endothelial cells (HUVECs) were stimulated with NS1 for various durations.",12,"To further investigate the underlying mechanism of NS1-induced HPA-1 secretion, human umbilical vein endothelial cells (HUVECs) were stimulated with NS1 for various durations.",1.0
254,The MMP-9 levels in the supernatants of PMA-activated THP-1-shLuc and THP-1-shMIF cell cultures were detected by ELISA after incubation with or without NS1 for 24 h.,41,"Similarly, NS1 induced phorbol myristate acetate (PMA)-activated THP-1 cells to secrete MMP-9 after incubation for 3 h (Fig 4D).",0.30889118624017464
255,"PMA-activated THP-1-shLuc and THP-1-shMIF cells were incubated with PBS or NS1 for 24 h; then, the supernatant was collected and incubated with HUVEC monolayers grown in upper Transwell chambers.",93,"Furthermore, the knockdown of MIF decreased NS1-induced MMP-9 secretion from THP-1 cells (Fig 6B), and the culture supernatant from shMIF THP-1 cells failed to increase endothelial permeability or CD138 shedding (Fig 6C and 6D).",0.21433099582470286
256,"PMA-activated THP-1-shLuc and THP-1-shMIF cells were incubated with PBS or NS1 for 24 h; then, the supernatant was collected and incubated with HUVEC monolayers grown in upper Transwell chambers.",93,"Furthermore, the knockdown of MIF decreased NS1-induced MMP-9 secretion from THP-1 cells (Fig 6B), and the culture supernatant from shMIF THP-1 cells failed to increase endothelial permeability or CD138 shedding (Fig 6C and 6D).",0.21433099582470286
257,"Nonstructural protein 1 (NS1) of dengue virus (DENV) can stimulate endothelial cells to secrete endothelial hyperpermeability factor, macrophage migration inhibitory factor (MIF), and the glycocalyx degradation factor heparanase 1 (HPA-1).",0,"Nonstructural protein 1 (NS1) of dengue virus (DENV) can stimulate endothelial cells to secrete endothelial hyperpermeability factor, macrophage migration inhibitory factor (MIF), and the glycocalyx degradation factor heparanase 1 (HPA-1).",1.0000000000000002
258,"Nonstructural protein 1 (NS1) of dengue virus (DENV) can stimulate endothelial cells to secrete endothelial hyperpermeability factor, macrophage migration inhibitory factor (MIF), and the glycocalyx degradation factor heparanase 1 (HPA-1).",0,"Nonstructural protein 1 (NS1) of dengue virus (DENV) can stimulate endothelial cells to secrete endothelial hyperpermeability factor, macrophage migration inhibitory factor (MIF), and the glycocalyx degradation factor heparanase 1 (HPA-1).",1.0000000000000002
259,"According to a previous study, NS1 can induce endothelial cells to secrete HPA-1 to disrupt the endothelial glycocalyx, and this disruption is characterized by CD138 shedding [18].",11,"According to a previous study, NS1 can induce endothelial cells to secrete HPA-1 to disrupt the endothelial glycocalyx, and this disruption is characterized by CD138 shedding [18].",1.0
260,"To further investigate the underlying mechanism of NS1-induced HPA-1 secretion, human umbilical vein endothelial cells (HUVECs) were stimulated with NS1 for various durations.",12,"To further investigate the underlying mechanism of NS1-induced HPA-1 secretion, human umbilical vein endothelial cells (HUVECs) were stimulated with NS1 for various durations.",1.0
261,"The supernatant of THP-1-stimulated HUVEC cultures was collected, and the CD138 concentration was determined by ELISA (n = 5).",21,The results show that both the anti-MIF antibodies and OGT 2115 attenuated NS1-stimulated conditioned medium-induced HUVEC hyperpermeability and CD138 shedding (S3D and S3E Fig).,0.18638271898708275
262,"DENV NS1 induces MIF, HPA-1, MMP-9 and CD138 secretion in mice",94,"DENV NS1 induces MIF, HPA-1, MMP-9 and CD138 secretion in mice.",1.0000000000000002
263,"DENV NS1 induces MIF, HPA-1, MMP-9 and CD138 secretion in mice",94,"DENV NS1 induces MIF, HPA-1, MMP-9 and CD138 secretion in mice.",1.0000000000000002
264,"DENV NS1 induces MIF, HPA-1, MMP-9 and CD138 secretion in mice",94,"DENV NS1 induces MIF, HPA-1, MMP-9 and CD138 secretion in mice.",1.0000000000000002
265,"DENV NS1 induces MIF, HPA-1, MMP-9 and CD138 secretion in mice",94,"DENV NS1 induces MIF, HPA-1, MMP-9 and CD138 secretion in mice.",1.0000000000000002
266,The concentration of circulating NS1 in mice gradually decreased after the injection and was cleared from the plasma after 96 h (Fig 7A).,73,"Moreover, HPA-1, MMP-9, and CD138 secretion after NS1 stimulation was blocked by MIF inhibitors or antibodies both in vitro and in mice.",0.194521560978941
267,"The MIF concentration increased 24 h after the injection, peaked at 72 h, and then dropped to basal levels after 96 h (Fig 7A).",86,"NS1 could also enhance the secretion of IL-6 and IL-8 from leukocytes, but the concentrations dropped rapidly after 3 h (S7 B and S7C Fig).",0.1857183472668272
268,"The upregulation of HPA-1 occurred later than that of MIF, as it was significantly elevated after 48 h, but it also peaked at 72 h and then dropped to basal levels after 96 h (Fig 7A).",86,"NS1 could also enhance the secretion of IL-6 and IL-8 from leukocytes, but the concentrations dropped rapidly after 3 h (S7 B and S7C Fig).",0.20322132111695299
269,"The secretion of MMP-9 did not increase until 72 h, and then it returned to basal levels at 96 h (Fig 7A), exhibiting an increase over a relatively short period.",82,"Because a previous study has indicated that an increase in circulating MMP-9 levels is associated with dengue disease severity [32], we first examined whether NS1 induces MMP-9 secretion.",0.17024485675244755
270,MIF inhibition attenuates DENV NS1-induced glycocalyx degradation in mice.,47,MIF inhibition attenuates DENV NS1-induced endothelial glycocalyx degradation in mice.,0.9763359483430069
271,"Arrow, injection time point.",100,"In addition, the intraperitoneal injection of NS1 significantly induced HPA-1, MMP-9, and CD138 secretion, and coinjection of ISO-1 significantly abolished the secretion of MMP-9 and CD138 but not HPA-1 found by the peritoneal lavage (Fig 7C–7E).",0.08419074955521227
272,"(C-E) BALB/c mice (n = 5) were intraperitoneally injected with BSA or NS1 with or without an MIF inhibitor (ISO-1), and the peritoneal lavage fluid was collected 24 h after the injection.",100,"In addition, the intraperitoneal injection of NS1 significantly induced HPA-1, MMP-9, and CD138 secretion, and coinjection of ISO-1 significantly abolished the secretion of MMP-9 and CD138 but not HPA-1 found by the peritoneal lavage (Fig 7C–7E).",0.22610636485064228
273,MIF inhibition attenuates DENV NS1-induced endothelial glycocalyx degradation in mice,47,MIF inhibition attenuates DENV NS1-induced endothelial glycocalyx degradation in mice.,1.0
274,"To further investigate whether NS1 causes endothelial glycocalyx degradation in mice, the skin tissues of mice after two sequential subcutaneous injections of NS1 were fixed for immunohistochemical (IHC) staining.",49,"To further investigate whether NS1 causes endothelial glycocalyx degradation in mice, the skin tissues of mice after two sequential subcutaneous injections of NS1 were fixed for immunohistochemical (IHC) staining.",1.0000000000000002
275,"After two sequential injections of NS1, endothelial cells lost their CD138 staining (Fig 7B).",49,"To further investigate whether NS1 causes endothelial glycocalyx degradation in mice, the skin tissues of mice after two sequential subcutaneous injections of NS1 were fixed for immunohistochemical (IHC) staining.",0.39471445157192975
276,"In addition, the intraperitoneal injection of NS1 significantly induced HPA-1, MMP-9, and CD138 secretion, and coinjection of ISO-1 significantly abolished the secretion of MMP-9 and CD138 but not HPA-1 found by the peritoneal lavage (Fig 7C–7E).",100,"In addition, the intraperitoneal injection of NS1 significantly induced HPA-1, MMP-9, and CD138 secretion, and coinjection of ISO-1 significantly abolished the secretion of MMP-9 and CD138 but not HPA-1 found by the peritoneal lavage (Fig 7C–7E).",1.0000000000000002
